File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Development\Selkie\Racetrack\Selkie.Racetrack\UTurn\UTurnCircle.cs,156,128,72,12,28,0,0,0,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack\UTurn\UTurnCircleCalculator.cs,89,72,47,4,17,0,0,0,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack\UTurn\UTurnPath.cs,203,169,65,13,33,0,1,4,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\PathShortestFinderTests.cs,122,88,45,0,19,0,15,15,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\PathTests.cs,412,289,145,0,72,0,51,51,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\PathValidatorTests.cs,665,552,253,1,110,0,3,20,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\SettingsTests.cs,408,280,112,2,48,0,80,88,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Calculators\BaseFeaturesToFeaturesRacetracksCalculatorTests.cs,316,250,125,1,65,0,1,3,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Calculators\BaseRacetrackCalculatorTests.cs,286,227,125,1,59,0,0,0,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Calculators\ForwardToForwardCalculatorTests.cs,128,108,46,0,20,0,0,0,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Calculators\ForwardToReverseCalculatorTests.cs,146,123,54,0,23,0,0,0,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Calculators\LinePairToRacetrackCalculatorTests.cs,247,164,81,0,34,0,49,52,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Calculators\LinePointDirectionForHorizontalOrVerticalLineCalculatorTests.cs,282,235,119,0,47,0,0,0,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Calculators\PathCalculatorTests.cs,1252,1041,530,0,201,0,10,38,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Calculators\PathSelectorTests.cs,199,157,85,0,42,0,0,0,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Calculators\RacetrackLineDirectionCalculatorTests.cs,288,248,125,0,40,0,0,0,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Calculators\RacetracksCalculatorTests.cs,308,254,114,0,52,0,2,6,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Calculators\ReverseToForwardCalculatorTests.cs,143,121,52,0,22,0,0,0,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Calculators\ReverseToReverseCalculatorTests.cs,146,123,54,0,23,0,0,0,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Converter\TurnCirclePairsToPathsConverterTests.cs,321,266,128,0,53,1,2,13,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Converter\TurnCirclePairToPathConverterTests.cs,738,613,294,0,124,0,1,3,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Converter\TurnCirclePairToPathCreatorTests.cs,804,678,313,0,125,0,1,3,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Properties\AssemblyInfo.cs,39,39,0,0,0,0,0,0,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Turn\PossibleTurnCirclePairsTests.cs,1311,1010,419,0,149,0,152,166,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Turn\PossibleTurnCirclesTests.cs,1520,1330,528,0,185,0,5,37,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Turn\TurnCircleArcSegmentTests.cs,176,155,60,0,21,0,0,0,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\Turn\TurnCirclePairTests.cs,805,670,261,0,133,0,2,7,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\UTurn\AngleToCentrePointCalculatorTests.cs,710,578,265,0,127,0,5,10,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\UTurn\DetermineCirclePairTests.cs,694,598,193,1,95,0,1,3,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\UTurn\DetermineTurnCircleTests.cs,400,309,152,0,63,0,28,40,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\UTurn\UTurnCircleCalculatorTests.cs,185,134,67,3,24,1,27,31,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\UTurn\UTurnCircleTests.cs,882,728,347,0,152,0,2,6,0,0
C:\Development\Selkie\Racetrack\Selkie.Racetrack.Tests\UTurn\UTurnPathTests.cs,1433,1235,534,0,194,0,4,14,0,0
C:\Development\Selkie\Services\Aco\NuGet.Selkie.Services.Aco\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco\AcoService.cs,50,43,18,0,7,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco\ColonySourceManager.cs,39,32,19,1,7,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco\ExceptionThrownMessageToStringConverter.cs,51,41,26,6,10,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco\IAcoService.cs,8,7,3,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco\IColonySourceManager.cs,15,12,6,0,3,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco\IExceptionThrownMessageToStringConverter.cs,9,8,4,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco\Installer.cs,40,31,17,0,5,0,4,14,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco\IServiceColony.cs,19,15,10,0,4,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco\IServiceColonyParameters.cs,18,14,8,0,4,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco\ServiceColony.cs,176,144,74,6,32,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco\ServiceColonyParameters.cs,53,41,19,0,10,0,2,22,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco\Handlers\CreateColonyHandler.cs,44,38,20,1,6,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco\Handlers\PheromonesRequestHandler.cs,38,33,17,0,5,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco\Handlers\StartHandler.cs,25,22,12,0,3,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco\Handlers\StopRequestHandler.cs,25,22,12,0,3,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco\Properties\AssemblyInfo.cs,41,16,3,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco\TypedFactories\IServiceColonyFactory.cs,13,11,6,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Console\Installer.cs,18,16,7,1,1,0,1,4,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Console\Program.cs,20,17,9,0,2,0,1,4,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Console\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Console.Client\AcoServiceClient.cs,235,191,90,3,43,0,1,4,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Console.Client\IAcoServiceClient.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Console.Client\Installer.cs,18,16,7,1,1,0,1,4,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Console.Client\Program.cs,61,48,35,0,12,0,1,4,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Console.Client\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\GlobalSuppressions.cs,15,15,0,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Installer.cs,18,16,7,1,1,0,1,4,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\ProcessHelper.cs,48,40,21,5,8,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\ServiceAco.feature.cs,304,274,77,0,20,1,10,35,0,1
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\GivenDidNotAReceiveABestTrailMessageStep.cs,14,13,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\GivenDidNotAReceiveACreatedColonyMessageStep.cs,14,13,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\GivenDidNotAReceiveAFinishedMessageStep.cs,14,13,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\GivenDidNotAReceiveAStartedMessageStep.cs,14,13,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\GivenServiceIsRunningAndColonyCreatedStep.cs,16,15,8,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\ServiceHandlers.cs,54,42,21,0,11,0,1,4,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\ThenTheResultShouldBeThatIReceivedABestTrailMessageStep.cs,23,20,10,0,3,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\ThenTheResultShouldBeThatIReceivedACreatedColonyMessageStep.cs,23,20,10,0,3,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\ThenTheResultShouldBeThatIReceivedAFinishedMessageStep.cs,23,20,10,0,3,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\ThenTheResultShouldBeThatIReceivedAStartedMessageStep.cs,23,20,10,0,3,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\WhenISendACreateColonyMessageStep.cs,61,57,17,0,4,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\WhenISendAStartMessageStep.cs,20,18,9,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\Common\BaseStep.cs,31,26,13,0,5,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\Common\GivenDidNotReceivePingResponseMessage.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\Common\GivenServiceIsRunningSteps.cs,74,61,38,1,13,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\Common\Helper.cs,75,63,33,10,12,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\Common\ServiceHandlers.cs,52,43,22,2,9,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\Common\SpecFlowService.cs,99,81,42,4,17,0,1,9,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\Common\ThenTheResultShouldBeAPingResponseMessageStep.cs,18,16,7,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\Common\ThenTheResultShouldBeServiceNotRunningStep.cs,19,17,8,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\Common\ThenTheResultShouldBeThatIReceivedAServiceStartedMessageStep.cs,18,16,7,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\Common\ThenTheResultShouldBeThatIReceivedAServiceStoppedMessageStep.cs,18,16,7,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\Common\WhenISendAPingMessageStep.cs,14,13,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Specflow\Steps\Common\WhenISendAStopMessageStep.cs,17,16,7,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Tests\Handlers\XUnit\CreateColonyHandlerTests.cs,73,57,24,0,9,0,7,10,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Tests\Handlers\XUnit\PheromonesRequestHandlerTests.cs,39,32,16,0,3,0,4,7,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Tests\Handlers\XUnit\StartHandlerTests.cs,32,26,14,0,2,0,4,7,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Tests\Handlers\XUnit\StopRequestHandlerTests.cs,29,23,13,0,2,0,4,7,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Tests\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Tests\XUnit\ColonySourceManagerTests.cs,67,49,21,0,7,0,11,17,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Tests\XUnit\ExceptionThrownMessageToStringConverterTests.cs,80,63,26,2,11,0,6,6,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Tests\XUnit\ServiceColonyParametersTests.cs,53,38,17,0,8,0,7,10,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Tests\XUnit\ServiceColonyTests.cs,376,255,111,5,62,0,59,65,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Tests\XUnit\ServiceTests.cs,42,31,16,0,4,0,7,10,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Windows.Service\AcoServiceMain.cs,16,15,7,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Windows.Service\Installer.cs,17,16,7,1,1,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Windows.Service\Program.cs,44,38,21,1,6,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Windows.Service\ProjectInstaller.cs,66,59,32,1,7,1,0,2,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Windows.Service\ProjectInstaller.Designer.cs,63,37,23,1,6,0,20,57,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Windows.Service\Service.cs,96,78,48,3,18,0,0,0,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Windows.Service\Service.Designer.cs,38,22,10,1,5,0,11,54,0,0
C:\Development\Selkie\Services\Aco\Selkie.Services.Aco.Windows.Service\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Aco.Common\NuGet.Selkie.Services.Aco.Common\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Aco.Common\Selkie.Services.Aco.Common\Messages\BestTrailMessage.cs,32,25,11,0,7,0,0,0,0,0
C:\Development\Selkie\Services\Aco.Common\Selkie.Services.Aco.Common\Messages\CreateColonyMessage.cs,22,18,7,0,4,0,0,0,0,0
C:\Development\Selkie\Services\Aco.Common\Selkie.Services.Aco.Common\Messages\CreatedColonyMessage.cs,9,8,3,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Aco.Common\Selkie.Services.Aco.Common\Messages\FinishedMessage.cs,18,15,7,0,3,0,0,0,0,0
C:\Development\Selkie\Services\Aco.Common\Selkie.Services.Aco.Common\Messages\PheromonesMessage.cs,21,17,7,0,4,0,0,0,0,0
C:\Development\Selkie\Services\Aco.Common\Selkie.Services.Aco.Common\Messages\PheromonesRequestMessage.cs,9,8,3,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Aco.Common\Selkie.Services.Aco.Common\Messages\StartedMessage.cs,11,10,4,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Aco.Common\Selkie.Services.Aco.Common\Messages\StartMessage.cs,9,8,3,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Aco.Common\Selkie.Services.Aco.Common\Messages\StoppedMessage.cs,9,8,3,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Aco.Common\Selkie.Services.Aco.Common\Messages\StopRequestMessage.cs,9,8,3,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Aco.Common\Selkie.Services.Aco.Common\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Aco.Common\Selkie.Services.Aco.Common.Tests\Messages\BestTrailMessageTests.cs,33,23,11,0,4,0,6,6,0,0
C:\Development\Selkie\Services\Aco.Common\Selkie.Services.Aco.Common.Tests\Messages\CreateColonyMessageTests.cs,53,33,16,0,8,0,12,12,0,0
C:\Development\Selkie\Services\Aco.Common\Selkie.Services.Aco.Common.Tests\Messages\PheromonesMessageTests.cs,19,14,7,0,2,0,3,3,0,0
C:\Development\Selkie\Services\Aco.Common\Selkie.Services.Aco.Common.Tests\Messages\StartMessageTests.cs,23,18,8,0,2,0,3,3,0,0
C:\Development\Selkie\Services\Aco.Common\Selkie.Services.Aco.Common.Tests\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Common\NuGet.Selkie.Services.Common\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\BaseService.cs,197,164,91,7,33,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\IBaseService.cs,21,19,14,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\Installer.cs,8,7,3,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\ISelkieConsole.cs,12,10,5,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\ISelkieSleeper.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\IService.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\IServiceConsole.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\IServicesManager.cs,10,10,6,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\OneServiceOnly.cs,73,62,33,3,10,1,1,6,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\SelkieConsole.cs,23,19,9,1,2,0,2,8,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\SelkieSleeper.cs,14,13,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\ServiceConsole.cs,78,66,38,2,11,0,1,4,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\ServiceMain.cs,82,73,33,1,8,0,1,4,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\ServiceProgram.cs,48,41,24,1,6,0,1,4,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\ServicesManager.cs,69,58,33,2,11,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\Messages\PingRequestMessage.cs,9,8,4,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\Messages\PingResponseMessage.cs,14,12,7,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\Messages\ServicesStatusResponseMessage.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\Messages\ServiceStartedResponseMessage.cs,10,9,4,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\Messages\ServiceStoppedResponseMessage.cs,10,9,4,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\Messages\StopServiceRequestMessage.cs,12,10,5,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\Messages\StopServiceResponseMessage.cs,10,9,4,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common\Properties\AssemblyInfo.cs,41,16,3,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common.Example\Installer.cs,35,30,14,1,5,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common.Example\Program.cs,29,24,17,0,5,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common.Example\TestService.cs,37,33,12,0,4,0,0,0,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common.Example\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common.Tests\BaseServiceTests.cs,320,251,121,1,67,0,2,8,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common.Tests\SelkieSleeperTests.cs,19,16,7,0,2,0,1,4,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common.Tests\ServiceConsoleTests.cs,75,62,33,0,12,0,1,4,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common.Tests\ServiceProgramTests.cs,113,85,35,0,16,0,12,12,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common.Tests\ServicesManagerTests.cs,127,102,53,0,24,0,1,4,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common.Tests\Messages\PingRequestMessageTests.cs,36,31,14,0,4,0,1,4,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common.Tests\Messages\PingResponseMessageTests.cs,56,48,20,0,7,0,1,4,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common.Tests\Messages\ServiceStartedResponseMessageTests.cs,39,33,14,0,5,0,1,4,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common.Tests\Messages\ServiceStoppedResponseMessageTests.cs,39,33,14,0,5,0,1,4,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common.Tests\Messages\StopServiceRequestMessageTests.cs,52,43,19,0,8,0,1,4,0,0
C:\Development\Selkie\Services\Common\Selkie.Services.Common.Tests\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Common.Dto\NuGet.Selkie.Services.Common.Dto\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Common.Dto\Selkie.Services.Common.Dto\ArcSegmentDto.cs,14,12,5,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Common.Dto\Selkie.Services.Common.Dto\CircleDto.cs,14,12,6,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Common.Dto\Selkie.Services.Common.Dto\LineDto.cs,19,16,10,0,3,0,0,0,0,0
C:\Development\Selkie\Services\Common.Dto\Selkie.Services.Common.Dto\LineSegmentDto.cs,11,10,4,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Common.Dto\Selkie.Services.Common.Dto\PathDto.cs,19,15,7,0,4,0,0,0,0,0
C:\Development\Selkie\Services\Common.Dto\Selkie.Services.Common.Dto\PointDto.cs,11,10,5,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Common.Dto\Selkie.Services.Common.Dto\PolylineDto.cs,11,10,4,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Common.Dto\Selkie.Services.Common.Dto\RacetracksDto.cs,22,17,8,0,5,0,0,0,0,0
C:\Development\Selkie\Services\Common.Dto\Selkie.Services.Common.Dto\SegmentDto.cs,19,15,7,0,4,0,0,0,0,0
C:\Development\Selkie\Services\Common.Dto\Selkie.Services.Common.Dto\SurveyFeatureDto.cs,26,19,11,0,7,0,0,0,0,0
C:\Development\Selkie\Services\Common.Dto\Selkie.Services.Common.Dto\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Lines\NuGet.Selkie.Services.Lines\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Lines\Selkie.GeoJSON\Importer\FeaturesToLinesConverter.cs,67,54,32,5,13,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.GeoJSON\Importer\FeaturesValidator.cs,68,56,33,5,12,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.GeoJSON\Importer\GeoJsonStringReader.cs,25,21,12,1,4,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.GeoJSON\Importer\Importer.cs,56,49,29,2,7,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.GeoJSON\Importer\Installer.cs,34,29,15,0,4,0,1,4,0,0
C:\Development\Selkie\Services\Lines\Selkie.GeoJSON\Importer\LineStringToLineConverter.cs,89,69,41,8,20,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.GeoJSON\Importer\SelkieGeoJsonStringReader.cs,24,21,11,1,3,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.GeoJSON\Importer\Interfaces\IFeaturesToLinesConverter.cs,13,12,8,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.GeoJSON\Importer\Interfaces\IFeaturesValidator.cs,12,11,7,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.GeoJSON\Importer\Interfaces\IFeatureToLineConverter.cs,18,15,9,0,3,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.GeoJSON\Importer\Interfaces\IGeoJsonStringReader.cs,10,9,5,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.GeoJSON\Importer\Interfaces\IImporter.cs,14,13,9,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.GeoJSON\Importer\Interfaces\ISelkieGeoJsonStringReader.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.GeoJSON\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Lines\Selkie.GeoJSON.Tests\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\GeoJsonTextToLineDtosConverter.cs,72,58,36,3,14,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\IGeoJsonTextToLineDtosConverter.cs,12,11,7,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\ILinesSourceManager.cs,16,14,9,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\ILinesToLineDtosConverter.cs,13,12,8,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\ILinesValidator.cs,13,12,8,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\ILinesValidatorLogger.cs,23,18,12,0,5,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\ILineToLineDtoConverter.cs,12,11,7,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\Installer.cs,52,41,23,0,7,0,4,14,0,0
