File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\Converters\ILinesToTransferPointsConverter.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\Converters\ILineToLinesConverter.cs,27,23,18,0,4,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\Converters\ILineToWindowPointsConverter.cs,19,16,10,0,3,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\Windsor\IMainView.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\Windsor\IView.cs,9,9,5,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\Windsor\IViewModel.cs,9,8,4,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\Windsor\IViewModelFactory.cs,10,9,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Tests\DisplayLineTests.cs,418,305,131,1,65,0,48,48,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Tests\DisplayNodeTests.cs,180,156,60,0,24,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Tests\NodeIdHelperTests.cs,178,146,63,1,26,0,6,6,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Tests\Converters\CostForLineSwitchCalculatorTests.cs,206,156,58,0,26,0,24,24,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Tests\Converters\EnumMatchToBooleanConverterTests.cs,148,104,40,0,20,0,24,24,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Tests\Converters\GeometryPointToWindowsPointConverterTests.cs,65,50,24,0,9,0,6,6,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Tests\Converters\InverseBooleanConverterTests.cs,82,59,26,0,11,0,12,12,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Tests\Converters\LinesToTransferPointsConverterTests.cs,177,146,58,0,19,0,12,12,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Tests\Converters\LineToWindowPointsConverterTests.cs,218,175,85,0,43,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Tests\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\BitmapSourceConverter.cs,87,74,40,6,12,0,1,7,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\DoubleToIntegerConverter.cs,46,39,19,6,7,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\GlobalSuppressions.cs,27,27,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\GrayscaleConverter.cs,121,101,54,8,20,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\Installer.cs,26,24,12,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\LineNodesToDisplayNodesConverter.cs,84,74,37,4,10,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\LineToLineNodeConverter.cs,205,176,77,19,29,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\LineToLineNodeConverterToDisplayLineConverter.cs,119,96,55,9,23,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\NodeIndexHelper.cs,53,46,28,5,7,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\NodeIndexToLineConverter.cs,65,55,30,4,10,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\NodeModelToDisplayNodeConverter.cs,92,82,42,4,10,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\NodesToDisplayNodesConverter.cs,101,87,45,5,14,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\PathSegmentHelper.cs,112,91,48,9,21,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\PathToLineToLineNodeConverter.cs,115,91,56,5,23,0,1,5,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\PathToRacetrackConverter.cs,188,158,69,16,30,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\RacetrackPathsToFiguresConverter.cs,59,50,30,3,9,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\RacetrackPathToFiguresConverter.cs,103,88,51,9,15,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\RacetrackPathTurnToFiguresConverter.cs,87,72,42,7,15,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\RacetrackPathUTurnToFiguresConverter.cs,104,87,47,6,17,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\Properties\AssemblyInfo.cs,41,16,3,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\IBitmapSourceConverter.cs,14,12,7,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\IConverter.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\IConverterFactory.cs,10,9,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\IDisplayNodeFactory.cs,20,18,7,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\IDoubleToIntegerConverter.cs,11,11,7,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\IGrayscaleConverter.cs,17,14,9,0,3,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\ILineNodeToDisplayLineNodeConverter.cs,15,13,7,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\ILinePairToRacetrackConverter.cs,23,18,10,0,5,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\ILineToLineNodeConverter.cs,24,19,12,0,5,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\ILineToLineNodeConverterToDisplayLineConverter.cs,18,16,8,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\ILineToLineNodeConverterToDisplayLineConverterFactory.cs,10,9,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\INodeIndexHelper.cs,12,11,7,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\INodeIndexToLineConverter.cs,10,9,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\INodeModelToDisplayNodeConverter.cs,13,12,8,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\INodesToDisplayNodesConverter.cs,15,13,7,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\Installer.cs,8,7,3,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\IPathSegmentHelper.cs,21,19,12,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\IPathToLineToLineNodeConverter.cs,13,11,6,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\IPathToRacetracksConverter.cs,15,13,7,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\IRacetrackPathsToFiguresConverter.cs,16,14,8,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\IRacetrackPathToFiguresConverter.cs,15,13,7,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\IRacetrackPathTurnToFiguresConverter.cs,14,12,7,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\IRacetrackToUTurnFiguresConverter.cs,11,10,6,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\BitmapSourceConverterTests.cs,103,87,36,0,16,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\DoubleToIntegerConverterTests.cs,188,156,58,0,32,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\GrayscaleConverterTests.cs,185,162,61,0,23,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\LineNodesToDisplayNodesConverterTests.cs,298,237,129,3,61,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\LineToLineNodeConverterTests.cs,283,237,98,0,45,0,1,4,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\LineToLineNodeConverterToDisplayLineConverter.cs,303,241,122,1,62,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\NodeIndexHelperTests.cs,120,106,46,3,14,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\NodeIndexToLineConverterTests.cs,132,109,49,0,23,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\NodesToDisplayNodesConverterTests.cs,208,164,90,2,44,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\NodeToDisplayNodeConverterTests.cs,170,136,71,1,34,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\PathSegmentHelperTests.cs,299,257,101,0,42,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\PathToLineToLineNodeConverterTests.cs,304,259,115,7,45,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\PathToRacetracksConverterTests.cs,592,497,234,1,95,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\RacetrackPathsToFiguresConverterTests.cs,129,105,58,0,24,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\RacetrackPathToFiguresConverterTests.cs,229,187,100,0,42,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\RacetrackPathTurnToFiguresConverterTests.cs,268,217,107,0,51,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\RacetrackPathUTurnToFiguresConverterTests.cs,295,240,114,0,55,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\GlobalSuppressions.cs,21,21,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Installer.cs,34,29,16,0,5,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Control\ControlModel.cs,183,146,80,2,37,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Handlers\ExceptionThrownHandler.cs,40,35,21,0,5,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Handlers\ExceptionThrownMessageToStringConverter.cs,51,41,26,6,10,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Handlers\IExceptionThrownMessageToStringConverter.cs,9,8,4,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Mapping\BaseNodeModel.cs,87,73,41,4,14,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Mapping\EndNodeModel.cs,35,30,15,1,5,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Mapping\LinesModel.cs,110,90,53,3,20,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Mapping\NodeModel.cs,71,62,30,5,9,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Mapping\NodeModelCreator.cs,60,50,25,7,10,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Mapping\NodesModel.cs,88,72,43,4,16,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Mapping\RacetrackModel.cs,56,47,28,1,9,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Mapping\ShortestPathDirectionModel.cs,78,64,36,3,14,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Mapping\ShortestPathModel.cs,110,93,57,2,17,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Mapping\StartNodeModel.cs,31,28,13,1,3,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Pheromones\PheromonesModel.cs,107,89,53,1,18,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Properties\AssemblyInfo.cs,41,16,3,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Settings\AntSettingsModel.cs,91,74,42,1,17,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Settings\AntSettingsNode.cs,21,18,10,0,3,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Settings\AntSettingsNodesManager.cs,49,41,24,1,8,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Settings\LinesToNodesConverter.cs,42,34,20,1,8,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Settings\RacetrackSettingsModel.cs,91,78,39,3,13,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Status\ExceptionThrownModel.cs,55,42,25,0,13,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Status\StatusModel.cs,33,27,16,0,6,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\TrailHistory\TrailDetails.cs,133,120,56,10,13,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\TrailHistory\TrailHistoryModel.cs,185,151,79,9,34,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\AntSettingsModelChangedMessage.cs,24,21,12,0,3,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\AntSettingsModelRequestMessage.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\AntSettingsModelSetMessage.cs,8,8,4,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\ControlModelChangedMessage.cs,9,9,5,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\ControlModelTestLinesChangedMessage.cs,9,8,4,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\ControlModelTestLineSetMessage.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\ControlModelTestLinesRequestMessage.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\EndNodeModelChangedMessage.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\ExceptionThrownChangedMessage.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\ExceptionThrownClearErrorMessage.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\LinesModelChangedMessage.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\LinesModelLinesRequestMessage.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\NodesModelChangedMessage.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\PheromonesModelChangedMessage.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\PheromonesModelsSetMessage.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\RacetrackModelChangedMessage.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\RacetracksChangedMessage.cs,11,10,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\RacetrackSettingsChangedMessage.cs,10,10,6,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\RacetrackSettingsRequestMessage.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\RacetrackSettingsSetMessage.cs,10,10,6,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\RacetracksRequestMessage.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\ShortestPathDirectionModelChangedMessage.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\ShortestPathModelChangedMessage.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\StartNodeModelChangedMessage.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\StatusChangedMessage.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages\TrailHistoryModelChangedMessage.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\IAntSettingsModel.cs,14,12,7,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\IAntSettingsNode.cs,12,10,5,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\IAntSettingsNodeFactory.cs,13,11,6,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\IAntSettingsNodesManager.cs,10,9,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\IControlModel.cs,11,11,7,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\IConverter.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\IExceptionThrownModel.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\ILinesToNodesConverter.cs,14,12,7,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\IModel.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\Installer.cs,8,7,3,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\IPheromonesModel.cs,15,13,8,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\IRacetrackSettingsModel.cs,9,9,5,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\IStatusModel.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\ITrailDetails.cs,18,17,13,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\ITrailDetailsFactory.cs,20,18,6,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\ITrailHistoryModel.cs,10,9,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\Mapping\IEndNodeModel.cs,11,10,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\Mapping\ILinesModel.cs,12,11,6,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\Mapping\INodeModelCreator.cs,15,13,6,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\Mapping\INodesModel.cs,12,11,6,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\Mapping\IRacetrackModel.cs,12,11,6,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\Mapping\IShortestPathDirectionModel.cs,12,11,6,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\Mapping\IShortestPathModel.cs,16,14,8,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\Mapping\IStartNodeModel.cs,11,10,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Control\ControlModelTests.cs,433,285,133,0,76,0,72,72,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Handlers\ExceptionThrownHandlerTests.cs,74,57,32,1,11,0,6,6,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Handlers\ExceptionThrownMessageToStringConverterTests.cs,82,65,27,2,11,0,6,6,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Mapping\BaseNodeModelTests.cs,211,163,85,3,33,0,15,15,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Mapping\EndNodeModelTests.cs,57,49,28,0,8,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Mapping\LinesModelTests.cs,246,193,98,2,47,0,6,6,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Mapping\NodeModelCreatorTests.cs,111,86,46,1,16,0,9,9,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Mapping\NodeModelTests.cs,83,73,28,0,10,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Mapping\NodesModelTests.cs,173,147,68,1,26,1,0,8,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Mapping\RacetrackModelTests.cs,148,110,52,1,23,0,15,15,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Mapping\ShortestPathDirectionModelTests.cs,185,136,73,2,31,0,18,18,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Mapping\ShortestPathModelTests.cs,188,153,85,1,35,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Mapping\StartNodeModelTests.cs,52,45,23,0,7,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Pheromones\PheromonesModelTests.cs,400,260,121,2,65,0,75,75,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Settings\AntSettingsModelTests.cs,237,163,73,1,35,0,39,39,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Settings\AntSettingsNodesManagerTests.cs,143,101,62,2,27,0,15,15,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Settings\AntSettingsNodeTests.cs,37,27,11,0,4,0,6,6,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Settings\LinesToNodesConverterTests.cs,142,111,54,2,25,0,6,6,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Settings\RacetrackSettingsModelTests.cs,151,123,50,0,19,0,9,9,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Status\ExceptionThrownModelTests.cs,126,89,46,0,22,0,15,15,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Status\StatusModelTests.cs,51,41,23,0,7,0,3,3,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\TrailHistory\TrailDetailsTests.cs,112,97,35,0,15,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\TrailHistory\TrailHistoryModelTests.cs,416,346,136,4,70,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\DisplayAntSettings.xaml.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\DisplayEndNode.xaml.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\DisplayLineDetails.xaml.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\DisplayLineDirection.xaml.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\DisplayLines.xaml.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\DisplayNodes.xaml.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\DisplayPath.xaml.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\DisplayPathDirection.xaml.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\DisplayPheromones.xaml.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\DisplayRacetrack.xaml.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\DisplayRacetracks.xaml.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\DisplaySettings.xaml.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\DisplayShortestPath.xaml.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\DisplayStartNode.xaml.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\obj\Debug\DisplayAntSettings.g.cs,75,48,31,1,12,0,15,42,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\obj\Debug\DisplayAntSettings.g.i.cs,75,48,31,1,12,0,15,42,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\obj\Debug\DisplayEndNode.g.cs,75,48,31,1,12,0,15,42,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\obj\Debug\DisplayEndNode.g.i.cs,75,48,31,1,12,0,15,42,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\obj\Debug\DisplayLineDetails.g.cs,76,49,32,1,12,0,15,42,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\obj\Debug\DisplayLineDetails.g.i.cs,76,49,32,1,12,0,15,42,0,0
